term_type,term,n_yes,repeat_rate_yes,repeat_rate_no,expected_value_yes,expected_value_no,expected_value_difference,corr_with_expected_value,n_returners_yes,mean_log_amount_yes,mean_log_amount_no,log_amount_difference,corr_with_log_amount_returners
project-plus-gift-size,SCHOOL_STATE x gift_decile=IA | 5,2002,0.14785214785214784,0.13968187965186268,13.082052947052947,20.273180637298804,-7.191127690245857,-0.0005741863593861035,296,4.001406469235363,3.928208021666767,0.07319844756859561,0.0018867110633345148
project-only,SUBJECT_CATEGORY x CATEGORY=History & Geography | Supplies,10351,0.1453965800405758,0.13966194146288283,27.40928992367887,20.232060087596487,7.1772298360823825,0.0013005553531002664,1505,3.9914149588101577,3.9279629722132756,0.06345198659688212,0.003680417990813681
project-plus-gift-size,SUBJECT_CATEGORY x gift_decile=Literature & Writing | 5,49222,0.15222867823331032,0.13939661087075966,13.25700682621592,20.43021206493569,-7.173205238719772,-0.002808699191681068,7493,4.007437358996229,3.9262610373409483,0.08117632165528033,0.01040062617774741
project-plus-gift-size,SCHOOL_STATE x gift_decile=CA | 5,65753,0.1564947606953295,0.13916101674245862,13.316466625096954,20.485051326355272,-7.168584701258318,-0.0032314214796625254,10290,4.017394771684772,3.9251286549627395,0.09226611672203289,0.013787163552185382
project-plus-gift-size,SCHOOL_STATE x gift_decile=IN | 4,1441,0.21165857043719638,0.1396413471080937,13.110458015267177,20.271289915340617,-7.16083190007344,-0.0004851497706430912,305,3.6926823415862637,3.9285186855853813,-0.23583634399911757,-0.006170378857600058
project-plus-gift-size,SUBJECT_CATEGORY x gift_decile=Character Education | 7,2711,0.18627812615271117,0.13963082959584006,27.398852821836957,20.25752920165658,7.141323620180376,0.0006634311302468769,505,4.504725565446993,3.9273120874331084,0.5774134780138844,0.01943298158565395
project-only,SCHOOL_STATE x CATEGORY=ME | Technology,3568,0.14489910313901344,0.13968083090595648,13.137345852017939,20.27831900747533,-7.14097315545739,-0.0007609143718425666,517,3.7902489564438295,3.928517207228823,-0.13826825078499327,-0.0047083193248330405
project-plus-gift-size,SCHOOL_STATE x gift_decile=MA | 5,11391,0.14397331226406812,0.139666718405439,13.18539109823545,20.30410288464631,-7.118711786410859,-0.0013528758059419314,1640,3.9997203403299455,3.9278889272129986,0.07183141311694685,0.0043483269767224594
project-plus-gift-size,GRADE_LEVEL x gift_decile=Grades 3-5 | 5,124045,0.15349268410657424,0.13884714171371731,13.572414688217984,20.675002944303227,-7.102588256085243,-0.004335800039002461,19040,4.016819617368802,3.9223070223694085,0.09451259499939368,0.018919881270684294
project-only,SUBJECT_CATEGORY x GRADE_LEVEL=Other | Grades 6-8,3872,0.20170454545454544,0.13957792979926723,27.35223915289256,20.25376193732024,7.09847721557232,0.0007878946848480312,781,3.9776679919341142,3.9281515772316826,0.04951641470243162,0.002071486891347078
project-plus-gift-size,SCHOOL_STATE x gift_decile=ID | 5,1332,0.1478978978978979,0.13968439102332134,13.207567567567567,20.27086778550392,-7.063300217936353,-0.0004600988213766122,197,3.9305786895883497,3.928278433210759,0.0023002563775906815,4.837694500519965e-05
project-only,SCHOOL_STATE x CATEGORY=FL | Other,13565,0.11743457427202358,0.1398303206531857,13.270694434205677,20.310783928287307,-7.040089494081631,-0.001459296426089172,1593,3.7941518427626217,3.9289929013361373,-0.13484105857351558,-0.008045442933080012
project-plus-gift-size,SCHOOL_STATE x gift_decile=CT | 5,5304,0.1600678733031674,0.13963922509156487,13.315296003016591,20.283642264859537,-6.968346261842946,-0.0009049452436558741,849,4.028709083815715,3.927996130546063,0.10071295326965224,0.004392355808031766
project-plus-gift-size,SCHOOL_STATE x gift_decile=IL | 7,15598,0.18951147583023464,0.13932652277756347,27.15859020387229,20.216298490649574,6.9422917132227155,0.0015423632854942675,2956,4.404916103326978,3.923557097339837,0.4813590059871413,0.03903474787827329
project-only,SCHOOL_STATE x CATEGORY=MT | Supplies,1219,0.20426579163248565,0.13965294481957166,27.195447087776866,20.262587182478836,6.932859905298031,0.0004320330820634543,249,4.157678813795876,3.9280901883314634,0.2295886254644124,0.005428022228845705
project-only,SCHOOL_STATE x CATEGORY=TX | Supplies,39607,0.14570656702098114,0.13957689886107774,27.060644835508874,20.139404513651904,6.9212403218569705,0.0024365237644847454,5771,3.9754654692756723,3.927358450284269,0.04810701899140346,0.005425069481904213
project-plus-gift-size,SUBJECT_CATEGORY x gift_decile=Literacy | 5,111043,0.15814594346334304,0.13868764423257882,13.710884882432932,20.62234525289369,-6.911460370460759,-0.004004634684278191,17561,4.017231724629304,3.922774199796379,0.09445752483292491,0.018207124342782727
project-plus-gift-size,SCHOOL_STATE x gift_decile=KY | 7,1935,0.19276485788113695,0.13964180320755654,27.150067183462532,20.260324324349405,6.889742859113127,0.0005408465750076425,373,4.3168234171470825,3.927798304371942,0.3890251127751405,0.011254706241213528
